,Id,Lot Frontage,Lot Area,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area
862,404,24.0,2368,312.0,765,0,0,765,765,600,0,1365,440,0,36,0,0,0,0
863,607,85.0,9350,217.0,310,512,491,1313,1313,0,0,1313,610,172,28,0,0,121,0
864,814,64.0,7040,216.0,1094,0,0,1094,1229,0,0,1229,672,120,0,0,0,0,0
865,868,70.0,8749,0.0,0,0,840,840,840,885,0,1725,550,0,48,0,0,0,0
866,2271,0.0,7777,203.0,0,0,1491,1491,1491,0,0,1491,571,0,35,0,0,0,0
867,1633,0.0,5062,0.0,828,182,180,1190,1190,900,0,2090,577,219,0,0,0,0,0
868,337,70.0,7700,0.0,0,0,1216,1216,1216,1216,0,2432,616,200,0,0,0,0,0
869,2765,0.0,36500,621.0,812,0,812,1624,1582,0,0,1582,390,168,198,0,0,0,0
870,1746,182.0,14572,0.0,1300,0,230,1530,1530,0,0,1530,630,144,36,0,0,0,0
871,368,80.0,11844,464.0,0,0,2046,2046,2046,0,0,2046,834,322,82,0,0,0,0
872,2806,70.0,8810,0.0,1000,0,390,1390,1390,0,0,1390,545,0,68,0,0,0,0
873,1662,80.0,8000,0.0,931,153,0,1084,1084,793,0,1877,488,0,96,0,0,0,0
874,1234,90.0,14670,410.0,575,0,529,1104,1104,884,0,1988,480,0,230,0,0,0,0
875,1373,55.0,8250,0.0,250,492,210,952,1211,0,0,1211,322,0,63,0,0,0,0
876,1672,60.0,9000,0.0,616,0,248,864,864,0,0,864,528,0,0,0,0,0,0
877,1939,70.0,8400,0.0,793,0,130,923,925,0,0,925,390,81,0,0,0,0,0
